0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,237,237,237,260,237,237,237,237,237,237,237,237,237,237,237,237,260,260,237,237,237,237,237,237,237,237,260,260,237,237,0,
0,237,260,237,237,237,237,260,260,237,260,260,237,260,260,237,237,237,237,237,260,260,260,237,237,237,237,237,260,260,237,0,
0,237,260,237,260,237,237,237,237,237,237,237,237,237,260,237,237,260,237,237,237,237,237,260,260,260,237,237,237,237,237,0,
0,260,237,237,260,237,260,237,237,237,260,237,260,237,260,237,260,260,260,237,260,237,237,237,260,260,237,260,237,237,237,0,
0,260,237,260,260,260,237,237,237,260,237,237,237,237,237,237,237,260,237,237,237,237,260,237,237,237,237,237,260,237,237,0,
0,237,237,260,260,237,237,237,237,237,260,260,237,237,237,237,260,260,237,260,237,260,260,260,260,260,260,237,237,237,260,0,
0,237,237,237,237,260,237,260,260,237,237,237,237,260,237,260,260,260,237,237,237,260,237,260,237,237,260,260,237,260,237,0,
0,237,260,260,237,237,237,260,260,237,260,260,237,237,237,260,237,237,260,237,237,237,260,237,237,260,260,237,260,237,237,0,
0,237,237,237,260,237,237,260,237,237,237,237,237,237,237,260,237,237,237,260,237,237,237,237,260,237,237,237,260,237,237,0,
0,237,260,237,237,237,237,260,237,260,237,237,237,260,237,237,237,237,260,237,260,237,237,260,237,237,237,260,260,237,237,0,
0,237,237,237,237,260,237,237,260,260,237,237,237,237,237,237,237,237,260,237,260,237,237,237,237,260,260,237,260,260,237,0,
0,237,237,237,260,237,237,237,260,237,237,237,260,260,237,237,237,237,260,237,237,237,260,237,237,260,260,237,237,237,237,0,
0,237,260,237,237,260,237,260,237,260,260,237,237,260,237,260,260,260,237,237,237,237,237,237,260,237,237,260,237,260,237,0,
0,260,237,260,237,237,237,237,260,260,237,237,237,237,260,237,237,260,260,237,237,260,237,237,237,260,237,237,237,237,237,0,
0,237,237,237,237,237,260,237,237,260,237,260,237,237,260,237,237,260,237,237,237,260,260,237,237,260,237,260,237,237,237,0,
0,237,237,237,260,237,237,237,260,237,237,237,237,260,237,260,260,260,260,260,260,237,260,237,237,237,237,260,237,237,237,0,
0,237,260,237,237,260,237,260,237,260,237,237,260,237,237,260,237,237,237,237,237,237,237,237,260,237,237,237,237,237,237,0,
0,237,237,237,237,237,260,260,260,237,237,237,260,237,260,237,260,260,237,237,237,237,237,237,237,237,237,237,260,260,237,0,
0,260,237,260,260,237,237,237,237,260,237,237,237,237,237,260,237,260,237,237,260,237,260,237,260,237,260,237,260,237,237,0,
0,237,260,237,237,237,260,237,237,260,237,237,237,260,237,237,237,237,260,237,237,260,260,237,237,260,237,237,260,237,237,0,
0,237,237,260,237,237,237,237,237,237,237,260,237,237,237,260,260,237,237,237,260,260,260,237,237,237,260,237,260,237,237,0,
0,237,237,237,237,237,237,237,237,237,237,237,260,237,260,260,237,237,237,260,260,237,237,237,260,237,260,260,237,237,237,0,
0,237,237,237,237,237,237,260,237,237,237,237,237,260,260,237,237,237,237,260,237,237,237,237,237,237,237,260,237,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
