0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,43,43,60,43,43,43,43,60,60,60,60,60,43,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,237,237,237,237,237,237,237,237,237,237,237,237,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,237,237,237,237,237,237,237,237,237,237,237,237,237,237,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,43,43,429,429,43,43,60,43,60,429,429,43,60,60,60,43,43,60,43,237,237,237,237,237,237,237,237,237,237,237,283,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,43,236,236,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,86,237,237,237,237,237,237,237,237,237,237,237,237,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,43,236,236,236,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,86,237,237,237,237,237,237,237,237,237,237,237,237,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,43,237,237,236,236,236,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,60,60,43,43,43,60,60,429,429,43,43,429,43,43,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,43,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,86,237,237,237,237,237,237,237,237,237,237,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,60,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,86,237,237,237,237,237,237,237,237,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,60,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,86,237,237,237,237,237,237,237,237,237,237,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,60,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,60,237,237,237,237,237,237,237,237,237,237,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,60,60,43,60,43,407,237,237,237,237,237,237,237,44,44,41,41,41,44,44,237,237,237,237,237,237,237,237,237,237,237,60,237,237,237,237,237,237,237,237,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,43,237,237,237,237,237,237,237,237,237,237,237,237,44,0,0,0,0,0,41,408,41,44,44,237,237,237,237,237,237,237,60,237,237,237,237,237,237,237,237,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,43,237,237,237,237,237,237,237,237,237,237,237,237,41,0,0,0,0,0,0,0,0,0,44,41,237,237,237,237,237,237,43,237,237,237,237,237,237,237,237,237,237,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,43,237,237,237,237,237,237,237,237,237,237,237,237,408,0,0,0,0,0,0,0,0,0,0,41,237,237,237,237,237,237,43,237,237,237,237,237,237,237,237,237,407,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,43,237,237,237,237,237,237,237,237,237,237,237,237,41,0,0,0,0,0,0,0,0,0,0,408,237,237,237,237,237,237,60,237,237,237,237,237,237,237,237,237,237,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,60,237,237,237,237,237,237,237,237,237,237,237,237,41,0,0,0,0,0,0,0,0,0,0,44,44,237,237,237,237,237,43,237,237,237,237,237,237,237,237,237,407,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,60,60,429,43,43,407,237,237,237,237,237,237,237,44,44,0,0,0,0,0,0,0,0,0,0,44,237,237,237,237,237,43,237,237,237,237,237,237,237,237,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,60,237,237,237,237,237,237,237,237,44,0,0,0,0,0,0,0,0,0,0,41,237,237,237,237,237,40,237,237,237,237,237,237,237,237,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,43,237,237,237,237,237,237,237,237,44,44,0,0,0,0,0,0,0,0,0,44,237,237,237,237,237,43,237,237,237,237,237,237,237,237,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,43,237,237,237,237,237,237,237,237,237,44,44,41,41,396,41,408,41,41,44,44,237,237,237,237,237,40,237,237,237,237,237,237,237,237,237,237,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,43,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,40,237,237,237,237,237,237,237,237,237,237,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,60,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,86,237,237,237,237,237,237,237,237,237,237,60,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,60,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,86,237,237,237,237,237,237,237,237,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,60,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,86,237,237,237,237,237,237,237,237,237,237,43,0,0,0,0,0,0,0,0,0,0,0,0,0,
